jL,cL,emL,pL,dsL
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Monthly Percentage of Annual Daylight Hours (P),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Monthly Percentage of Annual Daylight Hours (P),Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Monthly Percentage of Annual Daylight Hours (P),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Monthly Percentage of Annual Daylight Hours (P),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Monthly Percentage of Annual Daylight Hours (P),CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Monthly Percentage of Annual Daylight Hours (P),HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Monthly Percentage of Annual Daylight Hours (P),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Type,USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Type,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Type,SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Type,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Type,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Type,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Type,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Type,Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Type,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Type,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Type,CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Type,HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Type,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Effective Precipitation,USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Effective Precipitation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Effective Precipitation,SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Effective Precipitation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Effective Precipitation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Effective Precipitation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Effective Precipitation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Effective Precipitation,Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Effective Precipitation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Effective Precipitation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Effective Precipitation,CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Effective Precipitation,HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Effective Precipitation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigated Acreage,USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigated Acreage,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigated Acreage,SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigated Acreage,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigated Acreage,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigated Acreage,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigated Acreage,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigated Acreage,Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigated Acreage,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigated Acreage,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigated Acreage,CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigated Acreage,HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigated Acreage,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Potential Consumptive Use,USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Potential Consumptive Use,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Potential Consumptive Use,SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Potential Consumptive Use,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Potential Consumptive Use,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Potential Consumptive Use,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Potential Consumptive Use,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Potential Consumptive Use,Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Potential Consumptive Use,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Potential Consumptive Use,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Potential Consumptive Use,CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Potential Consumptive Use,HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Potential Consumptive Use,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Source,USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Source,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Source,SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Source,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Source,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Source,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Source,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Source,Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Source,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Source,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Source,CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Source,HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Source,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Water Supply,USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Water Supply,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Water Supply,SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Water Supply,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Water Supply,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Water Supply,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Water Supply,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Water Supply,Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Water Supply,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Water Supply,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Water Supply,CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Water Supply,HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Water Supply,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Precipitation,USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Precipitation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Precipitation,SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Precipitation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Precipitation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Precipitation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Precipitation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Precipitation,Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Precipitation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Precipitation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Precipitation,CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Precipitation,HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Precipitation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Type,USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Type,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Type,SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Type,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Type,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Type,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Type,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Type,Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Type,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Type,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Type,CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Type,HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Supply Type,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Irrigation Method,USGS Stream Gages
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Irrigation Method,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Irrigation Method,SCS TR21
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Irrigation Method,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Irrigation Method,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Irrigation Method,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Irrigation Method,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Irrigation Method,Weather Stations
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Irrigation Method,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Irrigation Method,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Irrigation Method,CO Diversion Records
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Irrigation Method,HydroBase
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Irrigation Method,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Crop Irrigation Requirement,USGS Stream Gages
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Crop Irrigation Requirement,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Crop Irrigation Requirement,SCS TR21
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Crop Irrigation Requirement,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Crop Irrigation Requirement,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Crop Irrigation Requirement,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Crop Irrigation Requirement,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Crop Irrigation Requirement,Weather Stations
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Crop Irrigation Requirement,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Crop Irrigation Requirement,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Crop Irrigation Requirement,CO Diversion Records
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Crop Irrigation Requirement,HydroBase
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Crop Irrigation Requirement,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Solar Radiation,USGS Stream Gages
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Solar Radiation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Solar Radiation,SCS TR21
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Solar Radiation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Solar Radiation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Solar Radiation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Solar Radiation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Solar Radiation,Weather Stations
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Solar Radiation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Solar Radiation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Solar Radiation,CO Diversion Records
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Solar Radiation,HydroBase
CO,Crop Consumptive Use-CO,NDVI Remote Sensing,Solar Radiation,National Agricultural Statistics Service (NASS) Cropland Data Layer
